State,District,Market,Commodity Group,Commodity,Arrival Quantity,Arrival Unit,Arrival Date
Tamil Nadu,Pudukkottai,Ponnamaravathi(Uzhavar Sandhai),Vegetables,Tomato,0.25,Metric Tonnes,01-03-2026
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ) APMC,Vegetables,Tomato,1.45,Metric Tonnes,01-03-2026
Tamil Nadu,Pudukkottai,Viralimalai(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.32,Metric Tonnes,01-03-2026
Tamil Nadu,Ramanathapuram,Kamuthi(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.02,Metric Tonnes,01-03-2026
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ) APMC,Vegetables,Tomato,1.67,Metric Tonnes,01-03-2026
Tamil Nadu,Ramanathapuram,Ramanathapuram(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.28,Metric Tonnes,01-03-2026
Tamil Nadu,Ranipet,Arcot(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.77,Metric Tonnes,01-03-2026
Tamil Nadu,Ranipet,Ranipettai(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.7,Metric Tonnes,01-03-2026
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ) APMC,Vegetables,Tomato,2.01,Metric Tonnes,01-03-2026
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ) APMC,Vegetables,Tomato,3.84,Metric Tonnes,01-03-2026
Tamil Nadu,Salem,Attayampatti(Uzhavar Sandhai ) APMC,Vegetables,Tomato,1.03,Metric Tonnes,01-03-2026
Tamil Nadu,Salem,Edapadi (Uzhavar Sandhai ) APMC,Vegetables,Tomato,1.9,Metric Tonnes,01-03-2026
Tamil Nadu,Salem,Elampillai(Uzhavar Sandhai ) APMC,Vegetables,Tomato,1.5,Metric Tonnes,01-03-2026
Tamil Nadu,Salem,Hasthampatti(Uzhavar Sandhai ) APMC,Vegetables,Tomato,2.03,Metric Tonnes,01-03-2026
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ) APMC,Vegetables,Tomato,3.17,Metric Tonnes,01-03-2026
Tamil Nadu,Salem,Mecheri(Uzhavar Sandhai),Vegetables,Tomato,1.46,Metric Tonnes,01-03-2026
Tamil Nadu,Salem,Mettur(Uzhavar Sandhai ) APMC,Vegetables,Tomato,3.3,Metric Tonnes,01-03-2026
Tamil Nadu,Salem,Sooramangalam(Uzhavar Sandhai ) APMC,Vegetables,Tomato,1.26,Metric Tonnes,01-03-2026
Tamil Nadu,Salem,Thammampatti (Uzhavar Sandhai ) APMC,Vegetables,Tomato,1.2,Metric Tonnes,01-03-2026
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ) APMC,Vegetables,Tomato,4.25,Metric Tonnes,01-03-2026
Tamil Nadu,Salem,Vazhapadi(Uzhavar Sandhai),Vegetables,Tomato,0.7,Metric Tonnes,01-03-2026
Tamil Nadu,Sivaganga,Devakottai (Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.22,Metric Tonnes,01-03-2026
Tamil Nadu,Sivaganga,Karaikudi(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.48,Metric Tonnes,01-03-2026
Tamil Nadu,Sivaganga,Singampunari(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.54,Metric Tonnes,01-03-2026
Tamil Nadu,Sivaganga,Sivagangai (Uzhavar Sandhai ) APMC,Vegetables,Tomato,1.18,Metric Tonnes,01-03-2026
Tamil Nadu,Sivaganga,Tirupatthur(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.24,Metric Tonnes,01-03-2026
Tamil Nadu,Tenkasi,Sankarankoil(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.95,Metric Tonnes,01-03-2026
Tamil Nadu,Tenkasi,Tenkasi(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.23,Metric Tonnes,01-03-2026
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ) APMC,Vegetables,Tomato,1.23,Metric Tonnes,01-03-2026
Tamil Nadu,Thanjavur,Papanasam(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.2,Metric Tonnes,01-03-2026
Tamil Nadu,Thanjavur,Pattukottai(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.9,Metric Tonnes,01-03-2026
Tamil Nadu,Thanjavur,Peravurani(Uzhavar Sandhai),Vegetables,Tomato,0.15,Metric Tonnes,01-03-2026
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ) APMC,Vegetables,Tomato,1.48,Metric Tonnes,01-03-2026
Tamil Nadu,Thanjavur,Tirukattupalli(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.24,Metric Tonnes,01-03-2026
Tamil Nadu,The Nilgiris,Coonoor(Uzhavar Sandhai ) APMC,Vegetables,Tomato,1.76,Metric Tonnes,01-03-2026
Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.13,Metric Tonnes,01-03-2026
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ) APMC,Vegetables,Tomato,2.3,Metric Tonnes,01-03-2026
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.82,Metric Tonnes,01-03-2026
Tamil Nadu,Theni,Bodinayakanur(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.35,Metric Tonnes,01-03-2026
Tamil Nadu,Theni,Chinnamanur(Uzhavar Sandhai ) APMC,Vegetables,Tomato,1.81,Metric Tonnes,01-03-2026
Tamil Nadu,Theni,Devaram(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.4,Metric Tonnes,01-03-2026
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ) APMC,Vegetables,Tomato,7,Metric Tonnes,01-03-2026
Tamil Nadu,Theni,Periyakulam(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.76,Metric Tonnes,01-03-2026
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ) APMC,Vegetables,Tomato,5.03,Metric Tonnes,01-03-2026
Tamil Nadu,Thiruchirappalli,KKNagar(Uzhavar Sandhai ) APMC,Vegetables,Tomato,3.2,Metric Tonnes,01-03-2026
Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.5,Metric Tonnes,01-03-2026
Tamil Nadu,Thiruchirappalli,Manachanallur(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.35,Metric Tonnes,01-03-2026
Tamil Nadu,Thiruchirappalli,Manapparai(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.68,Metric Tonnes,01-03-2026
Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ) APMC,Vegetables,Tomato,1.96,Metric Tonnes,01-03-2026
Tamil Nadu,Thiruchirappalli,Thiruverumbur(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.95,Metric Tonnes,01-03-2026
Tamil Nadu,Thiruchirappalli,Thuraiyur APMC,Vegetables,Tomato,0.6,Metric Tonnes,01-03-2026
Tamil Nadu,Thirunelveli,Ambasamudram(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.02,Metric Tonnes,01-03-2026
Tamil Nadu,Thirunelveli,Kandiyaperi(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.03,Metric Tonnes,01-03-2026
Tamil Nadu,Thirunelveli,Melapalayam(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.58,Metric Tonnes,01-03-2026
Tamil Nadu,Thirunelveli,NGO Colony(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.43,Metric Tonnes,01-03-2026
Tamil Nadu,Thirunelveli,Palayamkottai(Uzhavar Sandhai ) APMC,Vegetables,Tomato,3.2,Metric Tonnes,01-03-2026
Tamil Nadu,Thirupathur,Natrampalli(Uzhavar Sandhai ) APMC,Vegetables,Tomato,6.2,Metric Tonnes,01-03-2026
Tamil Nadu,Thirupathur,Vaniyampadi(Uzhavar Sandhai ) APMC,Vegetables,Tomato,10.6,Metric Tonnes,01-03-2026
Tamil Nadu,Thirupur,Dharapuram(Uzhavar Sandhai ) APMC,Vegetables,Tomato,4.6,Metric Tonnes,01-03-2026
Tamil Nadu,Thirupur,Kangayam(Uzhavar Sandhai ) APMC,Vegetables,Tomato,1.62,Metric Tonnes,01-03-2026
Tamil Nadu,Thirupur,Palladam(Uzhavar Sandhai ) APMC,Vegetables,Tomato,2.3,Metric Tonnes,01-03-2026
Tamil Nadu,Thirupur,Tiruppur (North) (Uzhavar Sandhai ) APMC,Vegetables,Tomato,1.77,Metric Tonnes,01-03-2026
Tamil Nadu,Thirupur,Tiruppur (South) (Uzhavar Sandhai ) APMC,Vegetables,Tomato,22.88,Metric Tonnes,01-03-2026
Tamil Nadu,Thiruvannamalai,Arani(Uzhavar Sandhai ) APMC,Vegetables,Tomato,1.1,Metric Tonnes,01-03-2026
Tamil Nadu,Thiruvannamalai,Chengam(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.52,Metric Tonnes,01-03-2026
Tamil Nadu,Thiruvannamalai,Cheyyar(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.7,Metric Tonnes,01-03-2026
Tamil Nadu,Thiruvannamalai,Keelpennathur(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.3,Metric Tonnes,01-03-2026
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.46,Metric Tonnes,01-03-2026
Tamil Nadu,Thiruvannamalai,Tamarainagar(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.86,Metric Tonnes,01-03-2026
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ) APMC,Vegetables,Tomato,1.23,Metric Tonnes,01-03-2026
Tamil Nadu,Thiruvannamalai,Vandavasi(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.02,Metric Tonnes,01-03-2026
Tamil Nadu,Thiruvarur,Mannargudi I(Uzhavar Sandhai ) APMC,Vegetables,Tomato,1.4,Metric Tonnes,01-03-2026
Tamil Nadu,Thiruvarur,Mannargudi II(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.55,Metric Tonnes,01-03-2026
Tamil Nadu,Thiruvarur,Muthupettai(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.03,Metric Tonnes,01-03-2026
Tamil Nadu,Thiruvarur,Needamangalam(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.08,Metric Tonnes,01-03-2026
Tamil Nadu,Thiruvarur,Tiruvarur(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.23,Metric Tonnes,01-03-2026
Tamil Nadu,Thiruvarur,Valangaiman APMC,Vegetables,Tomato,0.08,Metric Tonnes,01-03-2026
Tamil Nadu,Thiruvellore,Ambattur(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.1,Metric Tonnes,01-03-2026
Tamil Nadu,Thiruvellore,Naravarikuppam(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.28,Metric Tonnes,01-03-2026
Tamil Nadu,Thiruvellore,Paruthipattu(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.22,Metric Tonnes,01-03-2026
Tamil Nadu,Thiruvellore,Perambakkam(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.08,Metric Tonnes,01-03-2026
Tamil Nadu,Thiruvellore,Tiruthani(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.3,Metric Tonnes,01-03-2026
Tamil Nadu,Thiruvellore,Tiruvallur(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.21,Metric Tonnes,01-03-2026
Tamil Nadu,Tuticorin,Kovilpatti(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.35,Metric Tonnes,01-03-2026
Tamil Nadu,Tuticorin,Tuticorin(Uzhavar Sandhai ) APMC,Vegetables,Tomato,1.2,Metric Tonnes,01-03-2026
Tamil Nadu,Vellore,Gudiyatham(Uzhavar Sandhai ) APMC,Vegetables,Tomato,1.2,Metric Tonnes,01-03-2026
Tamil Nadu,Vellore,Kahithapattarai(Uzhavar Sandhai ) APMC,Vegetables,Tomato,1.25,Metric Tonnes,01-03-2026
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ) APMC,Vegetables,Tomato,1.48,Metric Tonnes,01-03-2026
Tamil Nadu,Vellore,Pallikonda(Uzhavar Sandhai),Vegetables,Tomato,0.16,Metric Tonnes,01-03-2026
Tamil Nadu,Vellore,Perampet(Uzhavar Sandhai),Vegetables,Tomato,0.18,Metric Tonnes,01-03-2026
Tamil Nadu,Vellore,Thirupathur APMC,Vegetables,Tomato,6.15,Metric Tonnes,01-03-2026
Tamil Nadu,Vellore,Vellore APMC,Vegetables,Tomato,3.8,Metric Tonnes,01-03-2026
Tamil Nadu,Villupuram,Gingee(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.2,Metric Tonnes,01-03-2026
Tamil Nadu,Villupuram,Tindivanam APMC,Vegetables,Tomato,0.9,Metric Tonnes,01-03-2026
Tamil Nadu,Villupuram,Ulundurpettai APMC,Vegetables,Tomato,0.43,Metric Tonnes,01-03-2026
Tamil Nadu,Villupuram,Villupuram(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.35,Metric Tonnes,01-03-2026
Tamil Nadu,Virudhunagar,Aruppukottai(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.66,Metric Tonnes,01-03-2026
Tamil Nadu,Virudhunagar,Kariyapatti(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.21,Metric Tonnes,01-03-2026
Tamil Nadu,Virudhunagar,Rajapalayam(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.85,Metric Tonnes,01-03-2026
Tamil Nadu,Virudhunagar,Sathur(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.04,Metric Tonnes,01-03-2026
Tamil Nadu,Virudhunagar,Sivakasi(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.1,Metric Tonnes,01-03-2026
Tamil Nadu,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.3,Metric Tonnes,01-03-2026
Tamil Nadu,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.14,Metric Tonnes,01-03-2026
Tamil Nadu,Virudhunagar,Virudhunagar(Uzhavar Sandhai ) APMC,Vegetables,Tomato,0.06,Metric Tonnes,01-03-2026
Telangana,Hyderabad,Bowenpally APMC,Vegetables,Tomato,34,Metric Tonnes,01-03-2026
Telangana,Hyderabad,Gudimalkapur APMC,Vegetables,Tomato,269.1,Metric Tonnes,01-03-2026
Telangana,Hyderabad,Hyderabad (F&V) APMC,Vegetables,Tomato,29,Metric Tonnes,01-03-2026
Telangana,Ranga Reddy,Chevella APMC,Vegetables,Tomato,8.5,Metric Tonnes,01-03-2026
Telangana,Ranga Reddy,"Kukatpally,RBZ APMC",Vegetables,Tomato,14.8,Metric Tonnes,01-03-2026
Telangana,Warangal,Warangal APMC,Vegetables,Tomato,2,Metric Tonnes,01-03-2026
Tripura,Dhalai,Gandacharra APMC,Vegetables,Tomato,0.2,Metric Tonnes,01-03-2026
Tripura,Dhalai,Halahali,Vegetables,Tomato,3,Metric Tonnes,01-03-2026
Tripura,Dhalai,Masli,Vegetables,Tomato,0.1,Metric Tonnes,01-03-2026
Tripura,Gomati,Garjee APMC,Vegetables,Tomato,1,Metric Tonnes,01-03-2026
Tripura,Gomati,Nutanbazar APMC,Vegetables,Tomato,0.5,Metric Tonnes,01-03-2026
Tripura,Khowai,Kalyanpur APMC,Vegetables,Tomato,3,Metric Tonnes,01-03-2026
Tripura,North Tripura,Kanchanpur,Vegetables,Tomato,0.6,Metric Tonnes,01-03-2026
Tripura,North Tripura,Panisagar APMC,Vegetables,Tomato,2,Metric Tonnes,01-03-2026
Tripura,Sepahijala,Bishalgarh APMC,Vegetables,Tomato,0.6,Metric Tonnes,01-03-2026
Tripura,Sepahijala,Boxonagar,Vegetables,Tomato,0.04,Metric Tonnes,01-03-2026
Tripura,Sepahijala,Melaghar APMC,Vegetables,Tomato,1,Metric Tonnes,01-03-2026
Tripura,Sepahijala,Sonamura APMC,Vegetables,Tomato,0.02,Metric Tonnes,01-03-2026
Tripura,South Tripura,Manubazar,Vegetables,Tomato,0.5,Metric Tonnes,01-03-2026
Tripura,South Tripura,Santir Bazar APMC,Vegetables,Tomato,5.5,Metric Tonnes,01-03-2026
Uttar Pradesh,Agra,Samsabad APMC,Vegetables,Tomato,1,Metric Tonnes,01-03-2026
Uttar Pradesh,Aligarh,Charra APMC,Vegetables,Tomato,0.4,Metric Tonnes,01-03-2026
Uttar Pradesh,Amroha,Hasanpur APMC,Vegetables,Tomato,5,Metric Tonnes,01-03-2026
Uttar Pradesh,Baghpat,Khekda APMC,Vegetables,Tomato,0.2,Metric Tonnes,01-03-2026
Uttar Pradesh,Balrampur,Tulsipur APMC,Vegetables,Tomato,1.6,Metric Tonnes,01-03-2026
Uttar Pradesh,Bulandshahar,Anoop Shahar APMC,Vegetables,Tomato,0.6,Metric Tonnes,01-03-2026
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Tomato,1.2,Metric Tonnes,01-03-2026
Uttar Pradesh,Chitrakut,Karvi APMC,Vegetables,Tomato,1,Metric Tonnes,01-03-2026
Uttar Pradesh,Etah,Awagarh APMC,Vegetables,Tomato,1.5,Metric Tonnes,01-03-2026
Uttar Pradesh,Etawah,Jasvantnagar APMC,Vegetables,Tomato,6.7,Metric Tonnes,01-03-2026
Uttar Pradesh,Fatehpur,Fatehpur APMC,Vegetables,Tomato,3.3,Metric Tonnes,01-03-2026
Uttar Pradesh,Hathras,Shadabad APMC,Vegetables,Tomato,10,Metric Tonnes,01-03-2026
Uttar Pradesh,Jalaun (Orai),Jalaun APMC,Vegetables,Tomato,0.5,Metric Tonnes,01-03-2026
Uttar Pradesh,Kanpur,Varipaal APMC,Vegetables,Tomato,2,Metric Tonnes,01-03-2026
Uttar Pradesh,Kanpur Dehat,Pukharayan APMC,Vegetables,Tomato,3.5,Metric Tonnes,01-03-2026
Uttar Pradesh,Mirzapur,Ahirora APMC,Vegetables,Tomato,6.5,Metric Tonnes,01-03-2026
Uttar Pradesh,Saharanpur,Chutmalpur APMC,Vegetables,Tomato,2.7,Metric Tonnes,01-03-2026
Uttar Pradesh,Saharanpur,Gangoh APMC,Vegetables,Tomato,0.3,Metric Tonnes,01-03-2026
Uttar Pradesh,Sambhal,Sambhal APMC,Vegetables,Tomato,2.8,Metric Tonnes,01-03-2026
Uttar Pradesh,Shamli,Kairana APMC,Vegetables,Tomato,0.6,Metric Tonnes,01-03-2026
Uttarakhand,Dehradoon,Rishikesh APMC,Vegetables,Tomato,4.5,Metric Tonnes,01-03-2026
Uttarakhand,Dehradoon,Vikasnagar APMC,Vegetables,Tomato,4.9,Metric Tonnes,01-03-2026
Uttarakhand,Haridwar,Bhagwanpur(Naveen Mandi Sthal) APMC,Vegetables,Tomato,0.8,Metric Tonnes,01-03-2026
Uttarakhand,Haridwar,Roorkee APMC,Vegetables,Tomato,1.1,Metric Tonnes,01-03-2026
Uttarakhand,Nanital,Haldwani APMC,Vegetables,Tomato,18.5,Metric Tonnes,01-03-2026
Uttarakhand,Nanital,Ramnagar APMC,Vegetables,Tomato,0.6,Metric Tonnes,01-03-2026
Uttarakhand,Udhamsinghnagar,Jaspur(UC) APMC,Vegetables,Tomato,0.1,Metric Tonnes,01-03-2026
Uttarakhand,Udhamsinghnagar,Kashipur APMC,Vegetables,Tomato,2.8,Metric Tonnes,01-03-2026
Uttarakhand,Udhamsinghnagar,Khateema APMC,Vegetables,Tomato,1,Metric Tonnes,01-03-2026
Uttarakhand,Udhamsinghnagar,Kicchha APMC,Vegetables,Tomato,0.5,Metric Tonnes,01-03-2026
Uttarakhand,Udhamsinghnagar,Rudrapur APMC,Vegetables,Tomato,9,Metric Tonnes,01-03-2026
West Bengal,Bankura,Khatra APMC,Vegetables,Tomato,0.23,Metric Tonnes,01-03-2026
West Bengal,Birbhum,Birbhum APMC,Vegetables,Tomato,26,Metric Tonnes,01-03-2026
West Bengal,Birbhum,Bolpur APMC,Vegetables,Tomato,23,Metric Tonnes,01-03-2026
West Bengal,Birbhum,Sainthia APMC,Vegetables,Tomato,22,Metric Tonnes,01-03-2026
West Bengal,Dakshin Dinajpur,Gangarampur(Dakshin Dinajpur) APMC,Vegetables,Tomato,0.5,Metric Tonnes,01-03-2026
West Bengal,Darjeeling,Darjeeling APMC,Vegetables,Tomato,0.4,Metric Tonnes,01-03-2026
West Bengal,Darjeeling,Karsiyang(Matigara) APMC,Vegetables,Tomato,0.3,Metric Tonnes,01-03-2026
West Bengal,Darjeeling,Siliguri APMC,Vegetables,Tomato,14,Metric Tonnes,01-03-2026
West Bengal,Hooghly,Champadanga APMC,Vegetables,Tomato,5.4,Metric Tonnes,01-03-2026
West Bengal,Hooghly,Kalipur APMC,Vegetables,Tomato,6.4,Metric Tonnes,01-03-2026
West Bengal,Hooghly,Pandua APMC,Vegetables,Tomato,2.4,Metric Tonnes,01-03-2026
West Bengal,Hooghly,Sheoraphuly APMC,Vegetables,Tomato,30,Metric Tonnes,01-03-2026
West Bengal,Howrah,Ramkrishanpur(Howrah) APMC,Vegetables,Tomato,0.36,Metric Tonnes,01-03-2026
West Bengal,Howrah,Uluberia APMC,Vegetables,Tomato,0.12,Metric Tonnes,01-03-2026
West Bengal,Kolkata,Sealdah Koley Market APMC,Vegetables,Tomato,12.9,Metric Tonnes,01-03-2026
West Bengal,Medinipur(W),Garbeta(Medinipur) APMC,Vegetables,Tomato,0.22,Metric Tonnes,01-03-2026
West Bengal,North 24 Parganas,Barasat APMC,Vegetables,Tomato,9,Metric Tonnes,01-03-2026
West Bengal,North 24 Parganas,Habra APMC,Vegetables,Tomato,30,Metric Tonnes,01-03-2026
West Bengal,Paschim Bardhaman,Asansol APMC,Vegetables,Tomato,4.5,Metric Tonnes,01-03-2026
West Bengal,Paschim Bardhaman,Durgapur APMC,Vegetables,Tomato,4.5,Metric Tonnes,01-03-2026
West Bengal,Purba Bardhaman,Burdwan APMC,Vegetables,Tomato,4.5,Metric Tonnes,01-03-2026
West Bengal,Purba Bardhaman,Kalna APMC,Vegetables,Tomato,1.5,Metric Tonnes,01-03-2026
West Bengal,Purba Bardhaman,Memari APMC,Vegetables,Tomato,4,Metric Tonnes,01-03-2026
West Bengal,Puruliya,Balarampur APMC,Vegetables,Tomato,3.8,Metric Tonnes,01-03-2026
West Bengal,Sounth 24 Parganas,Baruipur(Canning) APMC,Vegetables,Tomato,0.36,Metric Tonnes,01-03-2026
West Bengal,Sounth 24 Parganas,Diamond Harbour(South 24-pgs) APMC,Vegetables,Tomato,0.32,Metric Tonnes,01-03-2026
