market,date,temperature,rainfall
Bangalore,2024-10-27,21.66,0.03
Bangalore,2024-10-28,22.47,0.03
Bangalore,2024-10-29,23.55,0.0
Bangalore,2024-10-30,23.84,1.7
Bangalore,2024-10-31,23.12,3.49
Bangalore,2024-11-01,23.33,0.28
Bangalore,2024-11-02,23.07,1.44
Bangalore,2024-11-03,22.74,0.51
Bangalore,2024-11-04,22.55,0.14
Bangalore,2024-11-05,21.81,1.32
Bangalore,2024-11-06,22.01,0.0
Bangalore,2024-11-07,22.89,0.02
Bangalore,2024-11-08,22.66,0.0
Bangalore,2024-11-09,21.87,0.0
Bangalore,2024-11-10,21.25,0.0
Bangalore,2024-11-11,20.97,0.0
Bangalore,2024-11-12,21.46,2.75
Bangalore,2024-11-13,22.54,0.82
Bangalore,2024-11-14,22.68,4.69
Bangalore,2024-11-15,22.42,3.41
Bangalore,2024-11-16,22.39,4.57
Bangalore,2024-11-17,22.3,0.21
Bangalore,2024-11-18,22.42,0.02
Bangalore,2024-11-19,22.1,0.01
Bangalore,2024-11-20,21.33,0.0
Bangalore,2024-11-21,21.3,0.0
Bangalore,2024-11-22,20.88,0.0
Bangalore,2024-11-23,20.95,0.0
Bangalore,2024-11-24,21.82,0.0
Bangalore,2024-11-25,20.5,0.0
Bangalore,2024-11-26,20.5,1.87
Bangalore,2024-11-27,21.49,0.18
Bangalore,2024-11-28,21.08,0.0
Bangalore,2024-11-29,20.94,0.08
Bangalore,2024-11-30,22.04,19.21
Bangalore,2024-12-01,21.37,18.18
Bangalore,2024-12-02,21.68,42.03
Bangalore,2024-12-03,22.75,8.16
Bangalore,2024-12-04,22.53,2.68
Bangalore,2024-12-05,22.52,0.48
Bangalore,2024-12-06,22.22,0.49
Bangalore,2024-12-07,22.4,0.03
Bangalore,2024-12-08,22.03,0.0
Bangalore,2024-12-09,22.14,0.0
Bangalore,2024-12-10,22.28,0.0
Bangalore,2024-12-11,22.12,0.08
Bangalore,2024-12-12,21.01,13.63
Bangalore,2024-12-13,20.92,0.61
Bangalore,2024-12-14,20.81,0.09
Bangalore,2024-12-15,18.63,0.0
Bangalore,2024-12-16,17.56,0.0
Bangalore,2024-12-17,19.9,0.47
Bangalore,2024-12-18,21.07,0.39
Bangalore,2024-12-19,22.74,0.18
Bangalore,2024-12-20,22.74,0.08
Bangalore,2024-12-21,23.63,0.41
Bangalore,2024-12-22,22.65,0.4
Bangalore,2024-12-23,21.99,0.0
Bangalore,2024-12-24,21.75,0.0
Bangalore,2024-12-25,21.8,0.44
Bangalore,2024-12-26,22.36,7.19
Bangalore,2024-12-27,21.66,5.04
Bangalore,2024-12-28,20.88,0.25
Bangalore,2024-12-29,20.86,0.0
Bangalore,2024-12-30,21.2,0.0
Bangalore,2024-12-31,20.78,0.0
Bangalore,2025-01-01,19.97,0.0
Bangalore,2025-01-02,19.98,0.0
Bangalore,2025-01-03,19.71,0.0
Bangalore,2025-01-04,18.66,0.0
Bangalore,2025-01-05,18.93,0.0
Bangalore,2025-01-06,19.14,0.0
Bangalore,2025-01-07,19.56,0.0
Bangalore,2025-01-08,19.12,0.0
Bangalore,2025-01-09,19.51,0.0
Bangalore,2025-01-10,20.64,0.0
Bangalore,2025-01-11,21.98,0.0
Bangalore,2025-01-12,22.07,0.0
Bangalore,2025-01-13,22.46,1.37
Bangalore,2025-01-14,22.33,0.25
Bangalore,2025-01-15,21.27,0.01
Bangalore,2025-01-16,20.89,0.0
Bangalore,2025-01-17,20.98,0.0
Bangalore,2025-01-18,21.12,1.19
Bangalore,2025-01-19,21.37,3.79
Bangalore,2025-01-20,21.62,0.05
Bangalore,2025-01-21,20.79,0.0
Bangalore,2025-01-22,21.39,0.0
Bangalore,2025-01-23,21.83,0.0
Bangalore,2025-01-24,20.68,0.0
Bangalore,2025-01-25,20.52,0.0
Bangalore,2025-01-26,19.55,0.0
Bangalore,2025-01-27,20.38,0.0
Bangalore,2025-01-28,20.77,0.0
Bangalore,2025-01-29,20.87,0.0
Bangalore,2025-01-30,21.03,0.0
Bangalore,2025-01-31,23.45,0.0
Bangalore,2025-02-01,23.62,0.0
Bangalore,2025-02-02,22.72,0.0
Bangalore,2025-02-03,21.36,0.0
Bangalore,2025-02-04,21.88,0.0
Bangalore,2025-02-05,21.86,0.0
Bangalore,2025-02-06,21.48,0.0
Bangalore,2025-02-07,21.89,0.0
Bangalore,2025-02-08,22.34,0.0
Bangalore,2025-02-09,22.31,0.0
Bangalore,2025-02-10,22.09,0.0
Bangalore,2025-02-11,22.2,0.0
Bangalore,2025-02-12,22.66,0.0
Bangalore,2025-02-13,23.1,0.0
Bangalore,2025-02-14,23.47,0.0
Bangalore,2025-02-15,23.77,0.0
Bangalore,2025-02-16,23.36,0.0
Bangalore,2025-02-17,23.82,0.0
Bangalore,2025-02-18,24.01,0.0
Bangalore,2025-02-19,24.76,0.0
Bangalore,2025-02-20,25.16,0.0
Bangalore,2025-02-21,25.08,0.0
Bangalore,2025-02-22,25.03,0.0
Bangalore,2025-02-23,24.83,0.0
Bangalore,2025-02-24,24.37,0.0
Bangalore,2025-02-25,24.03,0.0
Bangalore,2025-02-26,24.69,0.0
Bangalore,2025-02-27,24.19,0.0
Bangalore,2025-02-28,24.5,0.0
Bangalore,2025-03-01,25.89,0.0
Kolar,2023-01-01,18.64,0.0
Kolar,2023-01-02,18.75,0.0
Kolar,2023-01-03,19.01,0.0
Kolar,2023-01-04,19.15,0.0
Kolar,2023-01-05,18.7,0.0
Kolar,2023-01-06,18.97,0.0
Kolar,2023-01-07,19.33,0.0
Kolar,2023-01-08,19.42,0.0
Kolar,2023-01-09,17.75,0.0
Kolar,2023-01-10,16.52,0.0
Kolar,2023-01-11,17.24,0.0
Kolar,2023-01-12,18.14,0.0
Kolar,2023-01-13,18.33,0.0
Kolar,2023-01-14,17.99,0.0
Kolar,2023-01-15,18.22,0.0
Kolar,2023-01-16,18.51,0.0
Kolar,2023-01-17,18.12,0.0
Kolar,2023-01-18,18.51,0.0
Kolar,2023-01-19,18.45,0.0
Kolar,2023-01-20,18.86,0.0
Kolar,2023-01-21,19.7,0.0
Kolar,2023-01-22,19.25,0.0
Kolar,2023-01-23,20.36,0.0
Kolar,2023-01-24,20.97,0.05
Kolar,2023-01-25,19.7,0.2
Kolar,2023-01-26,19.53,0.0
Kolar,2023-01-27,19.05,0.0
Kolar,2023-01-28,18.77,0.0
Kolar,2023-01-29,19.3,0.0
Kolar,2023-01-30,21.04,0.01
Kolar,2023-01-31,21.52,0.0
Kolar,2023-02-01,21.38,0.0
Kolar,2023-02-02,20.94,0.0
Kolar,2023-02-03,21.86,0.02
Kolar,2023-02-04,22.12,0.25
Kolar,2023-02-05,22.14,0.0
Kolar,2023-02-06,21.3,0.0
Kolar,2023-02-07,21.18,0.0
Kolar,2023-02-08,21.94,0.0
Kolar,2023-02-09,21.73,0.0
Kolar,2023-02-10,22.02,0.0
Kolar,2023-02-11,21.85,0.0
Kolar,2023-02-12,22.64,0.0
Kolar,2023-02-13,22.32,0.0
Kolar,2023-02-14,21.77,0.0
Kolar,2023-02-15,21.96,0.0
Kolar,2023-02-16,21.92,0.0
Kolar,2023-02-17,21.5,0.0
Kolar,2023-02-18,21.72,0.0
Kolar,2023-02-19,22.2,0.0
Kolar,2023-02-20,22.67,0.0
Kolar,2023-02-21,23.0,0.0
Kolar,2023-02-22,22.79,0.0
Kolar,2023-02-23,21.63,0.0
Kolar,2023-02-24,22.24,0.0
Kolar,2023-02-25,23.27,0.0
Kolar,2023-02-26,22.92,0.0
Kolar,2023-02-27,21.72,0.0
Kolar,2023-02-28,22.24,0.0
Kolar,2023-03-01,23.97,0.0
Kolar,2023-03-02,22.12,0.0
Kolar,2023-03-03,22.36,0.0
Kolar,2023-03-04,22.94,0.0
Kolar,2023-03-05,23.31,0.0
Kolar,2023-03-06,23.33,0.0
Kolar,2023-03-07,23.65,0.0
Kolar,2023-03-08,23.54,0.0
Kolar,2023-03-09,23.09,0.0
Kolar,2023-03-10,23.65,0.0
Kolar,2023-03-11,23.9,0.0
Kolar,2023-03-12,24.02,0.0
Kolar,2023-03-13,25.07,0.0
Kolar,2023-03-14,25.76,0.0
Kolar,2023-03-15,26.57,0.0
Kolar,2023-03-16,26.65,0.85
Kolar,2023-03-17,24.17,12.76
Kolar,2023-03-18,24.67,5.84
Kolar,2023-03-19,25.59,4.03
Kolar,2023-03-20,25.4,0.74
Kolar,2023-03-21,24.83,0.01
Kolar,2023-03-22,25.8,0.0
Kolar,2023-03-23,26.93,0.18
Kolar,2023-03-24,26.76,1.14
Kolar,2023-03-25,26.14,1.31
Kolar,2023-03-26,26.3,0.65
Kolar,2023-03-27,27.32,0.29
Kolar,2023-03-28,28.06,0.07
Kolar,2023-03-29,28.24,0.21
Kolar,2023-03-30,27.88,1.06
Kolar,2023-03-31,28.52,0.01
Kolar,2023-04-01,27.63,0.2
Kolar,2023-04-02,27.82,0.4
Kolar,2023-04-03,28.37,0.24
Kolar,2023-04-04,26.44,9.48
Kolar,2023-04-05,26.85,0.75
Kolar,2023-04-06,26.74,0.12
Kolar,2023-04-07,26.69,0.0
Kolar,2023-04-08,26.12,0.0
Kolar,2023-04-09,26.36,0.0
Kolar,2023-04-10,26.8,0.0
Kolar,2023-04-11,27.25,0.0
Kolar,2023-04-12,27.26,0.0
Kolar,2023-04-13,28.88,0.0
Kolar,2023-04-14,28.25,0.0
Kolar,2023-04-15,28.8,0.0
Kolar,2023-04-16,27.82,0.0
Kolar,2023-04-17,28.41,0.0
Kolar,2023-04-18,28.6,0.0
Kolar,2023-04-19,28.88,0.0
Kolar,2023-04-20,30.0,0.0
Kolar,2023-04-21,30.15,0.72
Kolar,2023-04-22,29.24,2.5
Kolar,2023-04-23,28.54,1.34
Kolar,2023-04-24,28.26,0.33
Kolar,2023-04-25,27.75,0.48
Kolar,2023-04-26,28.0,0.06
Kolar,2023-04-27,28.43,0.0
Kolar,2023-04-28,28.3,0.02
Kolar,2023-04-29,27.19,19.52
Kolar,2023-04-30,26.65,1.29
Kolar,2023-05-01,24.39,22.57
Kolar,2023-05-02,25.06,2.98
Kolar,2023-05-03,25.03,3.35
Kolar,2023-05-04,24.59,9.77
Kolar,2023-05-05,23.82,20.28
Kolar,2023-05-06,24.24,3.06
Kolar,2023-05-07,24.67,13.08
Kolar,2023-05-08,24.91,6.74
Kolar,2023-05-09,26.1,0.5
Kolar,2023-05-10,26.17,0.03
Kolar,2023-05-11,27.3,0.01
Kolar,2023-05-12,28.14,7.68
Kolar,2023-05-13,27.8,0.0
Kolar,2023-05-14,28.5,0.0
Kolar,2023-05-15,28.97,0.23
Kolar,2023-05-16,29.19,0.24
Kolar,2023-05-17,29.77,1.11
Kolar,2023-05-18,28.95,0.03
Kolar,2023-05-19,27.55,0.0
Kolar,2023-05-20,28.08,3.35
Kolar,2023-05-21,28.28,14.16
Kolar,2023-05-22,27.85,4.96
Kolar,2023-05-23,27.46,7.81
Kolar,2023-05-24,27.13,1.22
Kolar,2023-05-25,26.32,3.17
Kolar,2023-05-26,27.64,1.83
Kolar,2023-05-27,27.87,0.16
Kolar,2023-05-28,28.18,0.08
Kolar,2023-05-29,28.72,0.05
Kolar,2023-05-30,26.55,9.42
Kolar,2023-05-31,25.84,19.95
Kolar,2023-06-01,26.53,5.7
Kolar,2023-06-02,26.34,1.0
Kolar,2023-06-03,28.23,0.0
Kolar,2023-06-04,28.17,0.01
Kolar,2023-06-05,26.79,0.03
Kolar,2023-06-06,27.17,1.96
Kolar,2023-06-07,26.82,1.18
Kolar,2023-06-08,24.81,1.17
Kolar,2023-06-09,26.45,5.0
Kolar,2023-06-10,26.26,0.59
Kolar,2023-06-11,26.71,0.03
Kolar,2023-06-12,26.14,23.46
Kolar,2023-06-13,26.6,0.2
Kolar,2023-06-14,26.31,0.58
Kolar,2023-06-15,27.13,0.08
Kolar,2023-06-16,27.28,0.02
Kolar,2023-06-17,26.82,0.1
Kolar,2023-06-18,25.22,0.24
Kolar,2023-06-19,25.18,2.13
Kolar,2023-06-20,24.8,10.44
Kolar,2023-06-21,24.19,14.06
Kolar,2023-06-22,25.58,10.46
Kolar,2023-06-23,24.9,2.03
Kolar,2023-06-24,23.74,0.24
Kolar,2023-06-25,24.09,2.44
Kolar,2023-06-26,24.5,0.34
Kolar,2023-06-27,24.43,0.88
Kolar,2023-06-28,25.02,0.1
Kolar,2023-06-29,24.52,8.7
Kolar,2023-06-30,25.28,0.21
Kolar,2023-07-01,24.73,0.8
Kolar,2023-07-02,23.69,4.04
Kolar,2023-07-03,24.2,2.54
Kolar,2023-07-04,23.86,3.8
Kolar,2023-07-05,23.37,0.76
Kolar,2023-07-06,23.79,0.23
Kolar,2023-07-07,24.44,2.84
Kolar,2023-07-08,24.25,2.57
Kolar,2023-07-09,24.65,1.53
Kolar,2023-07-10,24.49,4.95
Kolar,2023-07-11,24.1,9.71
Kolar,2023-07-12,24.47,6.57
Kolar,2023-07-13,24.48,9.7
Kolar,2023-07-14,24.45,1.27
Kolar,2023-07-15,24.38,1.69
Kolar,2023-07-16,25.14,0.13
Kolar,2023-07-17,25.08,0.2
Kolar,2023-07-18,25.38,0.03
Kolar,2023-07-19,24.62,0.17
Kolar,2023-07-20,24.66,0.2
Kolar,2023-07-21,24.6,0.22
Kolar,2023-07-22,24.82,1.93
Kolar,2023-07-23,24.58,1.69
Kolar,2023-07-24,23.55,8.81
Kolar,2023-07-25,22.68,10.41
Kolar,2023-07-26,23.09,5.74
Kolar,2023-07-27,23.21,0.29
Kolar,2023-07-28,24.68,0.55
Kolar,2023-07-29,25.16,0.24
Kolar,2023-07-30,25.57,0.03
Kolar,2023-07-31,25.93,0.0
Kolar,2023-08-01,25.58,0.0
Kolar,2023-08-02,25.49,0.0
Kolar,2023-08-03,25.7,0.0
Kolar,2023-08-04,25.77,0.06
Kolar,2023-08-05,25.81,0.02
Kolar,2023-08-06,25.71,0.71
Kolar,2023-08-07,25.94,0.43
Kolar,2023-08-08,25.94,0.14
Kolar,2023-08-09,26.11,3.37
Kolar,2023-08-10,24.98,6.6
Kolar,2023-08-11,24.93,4.69
Kolar,2023-08-12,25.62,0.52
Kolar,2023-08-13,26.18,0.2
Kolar,2023-08-14,25.49,0.14
Kolar,2023-08-15,25.24,0.16
Kolar,2023-08-16,26.44,0.14
Kolar,2023-08-17,25.91,0.1
Kolar,2023-08-18,25.68,0.0
Kolar,2023-08-19,25.57,4.68
Kolar,2023-08-20,26.18,0.13
Kolar,2023-08-21,26.56,0.08
Kolar,2023-08-22,25.95,1.07
Kolar,2023-08-23,25.32,0.54
Kolar,2023-08-24,26.12,0.06
Kolar,2023-08-25,26.16,0.0
Kolar,2023-08-26,25.08,1.74
Kolar,2023-08-27,25.31,4.11
Kolar,2023-08-28,26.0,0.14
Kolar,2023-08-29,26.25,0.35
Kolar,2023-08-30,26.41,4.57
Kolar,2023-08-31,24.59,30.54
Kolar,2023-09-01,25.3,21.3
Kolar,2023-09-02,23.88,9.25
Kolar,2023-09-03,23.96,2.99
Kolar,2023-09-04,22.85,1.68
Kolar,2023-09-05,23.65,11.89
Kolar,2023-09-06,23.34,4.41
Kolar,2023-09-07,23.83,2.95
Kolar,2023-09-08,23.84,0.59
Kolar,2023-09-09,23.89,0.83
Kolar,2023-09-10,24.53,0.67
Kolar,2023-09-11,24.23,0.6
Kolar,2023-09-12,24.15,0.89
Kolar,2023-09-13,24.86,6.65
Kolar,2023-09-14,24.68,0.73
Kolar,2023-09-15,23.97,0.26
Kolar,2023-09-16,24.49,12.45
Kolar,2023-09-17,24.79,9.57
Kolar,2023-09-18,24.33,14.82
Kolar,2023-09-19,24.74,2.11
Kolar,2023-09-20,24.15,7.92
Kolar,2023-09-21,22.54,15.3
Kolar,2023-09-22,24.26,1.76
Kolar,2023-09-23,24.0,1.56
Kolar,2023-09-24,23.16,12.98
Kolar,2023-09-25,22.53,5.4
Kolar,2023-09-26,23.68,7.89
Kolar,2023-09-27,23.87,1.2
Kolar,2023-09-28,22.93,3.86
Kolar,2023-09-29,23.39,0.85
Kolar,2023-09-30,22.97,1.04
Kolar,2023-10-01,23.75,0.42
Kolar,2023-10-02,23.84,0.37
Kolar,2023-10-03,24.36,0.0
Kolar,2023-10-04,24.59,0.09
Kolar,2023-10-05,25.02,0.16
Kolar,2023-10-06,24.63,0.39
Kolar,2023-10-07,25.0,2.35
Kolar,2023-10-08,24.82,1.84
Kolar,2023-10-09,24.54,14.18
Kolar,2023-10-10,24.55,21.05
Kolar,2023-10-11,23.29,6.86
Kolar,2023-10-12,22.78,0.09
Kolar,2023-10-13,22.45,0.07
Kolar,2023-10-14,23.06,0.4
Kolar,2023-10-15,23.46,2.38
Kolar,2023-10-16,23.55,6.63
Kolar,2023-10-17,23.92,0.24
Kolar,2023-10-18,23.24,0.36
Kolar,2023-10-19,23.38,0.0
Kolar,2023-10-20,23.6,0.0
Kolar,2023-10-21,23.65,0.04
Kolar,2023-10-22,24.05,0.01
Kolar,2023-10-23,23.56,0.0
Kolar,2023-10-24,22.79,0.0
Kolar,2023-10-25,23.07,0.0
Kolar,2023-10-26,23.09,0.0
Kolar,2023-10-27,23.84,0.0
Kolar,2023-10-28,23.89,0.03
Kolar,2023-10-29,23.72,0.72
Kolar,2023-10-30,22.42,4.61
Kolar,2023-10-31,22.38,0.65
Kolar,2023-11-01,23.94,0.02
Kolar,2023-11-02,24.44,0.01
Kolar,2023-11-03,24.24,1.62
Kolar,2023-11-04,23.33,10.44
Kolar,2023-11-05,23.35,2.69
Kolar,2023-11-06,23.24,22.5
Kolar,2023-11-07,23.32,15.94
Kolar,2023-11-08,23.17,3.46
Kolar,2023-11-09,21.96,1.92
Kolar,2023-11-10,22.24,0.51
Kolar,2023-11-11,21.95,0.0
Kolar,2023-11-12,21.49,0.0
Kolar,2023-11-13,22.16,0.06
Kolar,2023-11-14,21.2,0.54
Kolar,2023-11-15,22.45,0.04
Kolar,2023-11-16,23.3,0.0
Kolar,2023-11-17,23.67,0.0
Kolar,2023-11-18,23.59,0.0
Kolar,2023-11-19,23.09,0.0
Kolar,2023-11-20,22.85,0.01
Kolar,2023-11-21,23.39,0.19
Kolar,2023-11-22,23.6,4.76
Kolar,2023-11-23,23.35,1.92
Kolar,2023-11-24,23.47,1.63
Kolar,2023-11-25,23.06,1.12
Kolar,2023-11-26,22.75,0.43
Kolar,2023-11-27,23.12,0.47
Kolar,2023-11-28,23.34,0.18
Kolar,2023-11-29,22.81,2.04
Kolar,2023-11-30,22.62,1.19
Kolar,2023-12-01,22.33,0.45
Kolar,2023-12-02,22.88,2.33
Kolar,2023-12-03,22.8,2.43
Kolar,2023-12-04,22.6,3.07
Kolar,2023-12-05,23.46,0.75
Kolar,2023-12-06,24.34,0.8
Kolar,2023-12-07,24.52,0.87
Kolar,2023-12-08,23.09,0.18
Kolar,2023-12-09,22.52,0.28
Kolar,2023-12-10,22.6,0.01
Kolar,2023-12-11,22.26,0.03
Kolar,2023-12-12,21.5,0.01
Kolar,2023-12-13,20.84,0.0
Kolar,2023-12-14,20.44,0.0
Kolar,2023-12-15,21.9,0.14
Kolar,2023-12-16,22.97,0.19
Kolar,2023-12-17,21.61,0.04
Kolar,2023-12-18,21.71,0.03
Kolar,2023-12-19,21.11,0.0
Kolar,2023-12-20,21.49,0.0
Kolar,2023-12-21,22.09,0.0
Kolar,2023-12-22,22.07,0.0
Kolar,2023-12-23,19.43,0.0
Kolar,2023-12-24,21.11,0.0
Kolar,2023-12-25,22.15,0.01
Kolar,2023-12-26,20.72,0.0
Kolar,2023-12-27,20.91,0.0
Kolar,2023-12-28,21.7,0.0
Kolar,2023-12-29,22.28,0.0
Kolar,2023-12-30,21.88,0.0
Kolar,2023-12-31,20.93,0.0
Kolar,2024-01-01,21.7,0.0
Kolar,2024-01-02,21.73,0.0
Kolar,2024-01-03,21.91,0.0
Kolar,2024-01-04,21.56,0.06
Kolar,2024-01-05,22.65,0.04
Kolar,2024-01-06,22.54,0.06
Kolar,2024-01-07,21.64,0.53
Kolar,2024-01-08,22.04,2.34
Kolar,2024-01-09,21.45,0.27
Kolar,2024-01-10,21.37,0.0
Kolar,2024-01-11,21.88,0.0
Kolar,2024-01-12,21.87,0.0
Kolar,2024-01-13,22.76,0.0
Kolar,2024-01-14,22.74,0.0
Kolar,2024-01-15,22.54,0.0
Kolar,2024-01-16,22.21,0.0
Kolar,2024-01-17,22.53,0.0
Kolar,2024-01-18,22.97,0.0
Kolar,2024-01-19,23.37,0.0
Kolar,2024-01-20,23.65,0.0
Kolar,2024-01-21,23.46,0.0
Kolar,2024-01-22,23.93,0.0
Kolar,2024-01-23,23.55,0.0
Kolar,2024-01-24,24.24,0.0
Kolar,2024-01-25,23.61,0.0
Kolar,2024-01-26,22.68,0.0
Kolar,2024-01-27,22.63,0.0
Kolar,2024-01-28,22.53,0.0
Kolar,2024-01-29,22.42,0.0
Kolar,2024-01-30,22.57,0.0
Kolar,2024-01-31,24.2,0.0
Kolar,2024-02-01,25.31,0.0
Kolar,2024-02-02,25.6,0.0
Kolar,2024-02-03,25.33,0.0
Kolar,2024-02-04,23.67,0.0
Kolar,2024-02-05,23.64,0.0
Kolar,2024-02-06,23.89,0.0
Kolar,2024-02-07,24.22,0.0
Kolar,2024-02-08,25.0,0.0
Kolar,2024-02-09,24.07,0.0
Kolar,2024-02-10,24.05,0.0
Kolar,2024-02-11,23.51,0.0
Kolar,2024-02-12,22.82,0.0
Kolar,2024-02-13,23.06,0.0
Kolar,2024-02-14,23.83,0.0
Kolar,2024-02-15,22.82,0.0
Kolar,2024-02-16,22.84,0.0
Kolar,2024-02-17,23.32,0.0
Kolar,2024-02-18,23.95,0.0
Kolar,2024-02-19,24.28,0.0
Kolar,2024-02-20,25.23,0.0
Kolar,2024-02-21,26.23,0.0
Kolar,2024-02-22,27.31,0.0
Kolar,2024-02-23,28.11,0.0
Kolar,2024-02-24,27.04,0.0
Kolar,2024-02-25,26.07,0.0
Kolar,2024-02-26,24.93,0.0
Kolar,2024-02-27,25.29,0.0
Kolar,2024-02-28,25.25,0.0
Kolar,2024-02-29,24.47,0.0
Kolar,2024-03-01,24.38,0.0
Kolar,2024-03-02,25.57,0.0
Kolar,2024-03-03,25.98,0.0
Kolar,2024-03-04,26.64,0.0
Kolar,2024-03-05,26.97,0.0
Kolar,2024-03-06,27.2,0.0
Kolar,2024-03-07,26.94,0.0
Kolar,2024-03-08,27.61,0.0
Kolar,2024-03-09,28.11,0.0
Kolar,2024-03-10,27.56,0.0
Kolar,2024-03-11,27.22,0.0
Kolar,2024-03-12,27.4,0.0
Kolar,2024-03-13,28.05,0.0
Kolar,2024-03-14,29.23,0.0
Kolar,2024-03-15,29.0,0.0
Kolar,2024-03-16,27.4,0.0
Kolar,2024-03-17,26.83,0.0
Kolar,2024-03-18,26.92,0.0
Kolar,2024-03-19,27.25,0.0
Kolar,2024-03-20,26.88,0.0
Kolar,2024-03-21,26.74,0.0
Kolar,2024-03-22,27.77,0.0
Kolar,2024-03-23,27.85,0.0
Kolar,2024-03-24,27.62,0.0
Kolar,2024-03-25,27.16,0.0
Kolar,2024-03-26,27.34,0.0
Kolar,2024-03-27,26.94,0.0
Kolar,2024-03-28,27.72,0.0
Kolar,2024-03-29,28.15,0.0
Kolar,2024-03-30,28.33,0.0
Kolar,2024-03-31,27.25,0.0
Kolar,2024-04-01,28.5,0.0
Kolar,2024-04-02,29.32,0.0
Kolar,2024-04-03,28.79,0.03
Kolar,2024-04-04,28.88,0.0
Kolar,2024-04-05,29.5,0.0
Kolar,2024-04-06,29.73,0.0
Kolar,2024-04-07,29.73,0.0
Kolar,2024-04-08,29.14,0.0
Kolar,2024-04-09,28.3,0.0
Kolar,2024-04-10,28.16,0.0
Kolar,2024-04-11,28.78,0.0
Kolar,2024-04-12,28.59,0.01
Kolar,2024-04-13,28.15,0.01
Kolar,2024-04-14,28.6,0.0
Kolar,2024-04-15,28.54,0.0
Kolar,2024-04-16,29.19,0.0
Kolar,2024-04-17,30.59,0.0
Kolar,2024-04-18,32.06,0.0
Kolar,2024-04-19,32.37,0.03
Kolar,2024-04-20,31.93,0.0
Kolar,2024-04-21,30.56,0.0
Kolar,2024-04-22,30.39,0.0
Kolar,2024-04-23,29.83,0.01
Kolar,2024-04-24,29.98,0.0
Kolar,2024-04-25,30.28,0.0
Kolar,2024-04-26,30.02,0.0
Kolar,2024-04-27,29.69,0.0
Kolar,2024-04-28,30.5,0.0
Kolar,2024-04-29,30.5,0.0
Kolar,2024-04-30,30.48,0.0
Kolar,2024-05-01,32.58,0.0
Kolar,2024-05-02,32.3,0.42
Kolar,2024-05-03,32.08,5.02
Kolar,2024-05-04,30.51,4.38
Kolar,2024-05-05,31.79,0.08
Kolar,2024-05-06,31.1,5.31
Kolar,2024-05-07,29.25,10.69
Kolar,2024-05-08,27.56,10.23
Kolar,2024-05-09,27.73,4.86
Kolar,2024-05-10,27.5,0.48
Kolar,2024-05-11,27.38,6.45
Kolar,2024-05-12,27.38,8.07
Kolar,2024-05-13,26.6,18.01
Kolar,2024-05-14,26.65,1.96
Kolar,2024-05-15,27.45,0.28
Kolar,2024-05-16,24.79,7.97
Kolar,2024-05-17,26.76,2.82
Kolar,2024-05-18,26.1,11.06
Kolar,2024-05-19,25.94,13.85
Kolar,2024-05-20,25.18,7.65
Kolar,2024-05-21,25.62,9.85
Kolar,2024-05-22,26.83,5.62
Kolar,2024-05-23,27.16,0.08
Kolar,2024-05-24,27.92,2.42
Kolar,2024-05-25,24.6,1.62
Kolar,2024-05-26,26.55,0.0
Kolar,2024-05-27,26.68,0.0
Kolar,2024-05-28,27.52,0.0
Kolar,2024-05-29,27.09,0.04
Kolar,2024-05-30,27.46,2.8
Kolar,2024-05-31,28.22,0.2
Kolar,2024-06-01,27.17,5.58
Kolar,2024-06-02,25.01,51.58
Kolar,2024-06-03,25.97,12.94
Kolar,2024-06-04,25.64,4.43
Kolar,2024-06-05,25.2,10.91
Kolar,2024-06-06,24.85,4.98
Kolar,2024-06-07,24.48,15.95
Kolar,2024-06-08,24.98,1.22
Kolar,2024-06-09,24.32,0.83
Kolar,2024-06-10,23.97,8.26
Kolar,2024-06-11,23.28,2.6
Kolar,2024-06-12,23.59,0.56
Kolar,2024-06-13,23.96,0.92
Kolar,2024-06-14,22.99,4.41
Kolar,2024-06-15,24.47,0.0
Kolar,2024-06-16,25.08,1.67
Kolar,2024-06-17,25.41,4.39
Kolar,2024-06-18,24.61,5.45
Kolar,2024-06-19,24.05,7.19
Kolar,2024-06-20,24.36,1.64
Kolar,2024-06-21,23.81,4.47
Kolar,2024-06-22,24.1,0.24
Kolar,2024-06-23,24.0,1.11
Kolar,2024-06-24,23.72,0.08
Kolar,2024-06-25,23.59,0.09
Kolar,2024-06-26,23.06,0.35
Kolar,2024-06-27,22.14,0.1
Kolar,2024-06-28,23.67,0.09
Kolar,2024-06-29,25.17,1.64
Kolar,2024-06-30,24.86,0.65
Kolar,2024-07-01,23.32,2.81
Kolar,2024-07-02,25.22,0.04
Kolar,2024-07-03,24.89,2.05
Kolar,2024-07-04,25.58,1.31
Kolar,2024-07-05,23.67,4.03
Kolar,2024-07-06,23.6,0.57
Kolar,2024-07-07,24.62,2.39
Kolar,2024-07-08,24.13,9.02
Kolar,2024-07-09,23.91,0.34
Kolar,2024-07-10,24.16,1.16
Kolar,2024-07-11,24.51,0.02
Kolar,2024-07-12,24.3,7.2
Kolar,2024-07-13,23.85,2.34
Kolar,2024-07-14,23.87,1.38
Kolar,2024-07-15,23.78,4.51
Kolar,2024-07-16,23.76,1.72
Kolar,2024-07-17,23.63,2.0
Kolar,2024-07-18,23.66,4.14
Kolar,2024-07-19,23.8,4.09
Kolar,2024-07-20,24.12,1.61
